Sitio	replica	estrato	UnidadTaxonómica	Largo	Ancho	body_mass
R	3	Hoja	enquitreido	6921.339	386.076	2261.04128286727
L	2	humus	enquitreido	6898.616	354.379	2252.87723846447
P	1	Frag	enquitreido	6889.377	386.611	2249.55856812423
P	1	Frag	enquitreido	6867.795	246.854	2241.80799829845
P	2	Frag	oniscoidea	7050.386	2258.624	2240.6938132
R	3	Frag	larva_sciaridae	5114.046	356.199	2235.52012378158
L	1	Hoja	enquitreido	6806.327	414.049	2219.74685882276
R	3	Hoja	enquitreido	6779.633	251.394	2210.17245571479
L	1	Frag	enquitreido	6779.191	436.384	2210.01395416389
L	2	10	enquitreido	6773.065	379.473	2207.81727214462
R	3	Frag	enquitreido	6759.529	349.869	2202.96419171638
R	3	Frag	enquitreido	6755.587	335.828	2201.5510437382
L	1	Frag	enquitreido	6721.694	294.409	2189.40431751116
L	1	Hoja	pupa_diptero	2713.277	805.192	2189.2585315
P	1	Frag	enquitreido	6720	365.2	2188.79737458983
L	1	Frag	enquitreido	6717.24	487.616	2187.80852751413
P	1	humus	parasitidae	7457.533	358.408	2142.2991475332
P	1	Hoja	enquitreido	6568.365	249.073	2134.53050041445
R	3	humus	larva_sciaridae	5018.491	513.204	2128.7635525204
R	3	Frag	enquitreido	6551.84	418.244	2128.6240771742
R	3	20	staphylinidae	5117.48	843.351	2120.24255755238
R	3	Hoja	enquitreido	6524.477	484.675	2118.84717498736
P	1	10	enquitreido	6506.612	143.729	2112.46615472428
P	3	humus	oniscoidea	6776.386	1991.18	2110.2150132
R	3	Frag	enquitreido	6490.303	282.583	2106.64243595232
P	2	Frag	oniscoidea	6768.041	2106.521	2106.2411242
L	2	humus	enquitreido	6437.193	395.448	2087.68774634529
L	3	Frag	larva_sciaridae	4977.134	952.62	2083.55029586378
R	3	Hoja	enquitreido	6406.823	432.68	2076.8558652589
L	1	Frag	enquitreido	6396.963	453.984	2073.34026250412
L	1	10	pupa_diptero	2564.775	727.417	2069.0461625
R	1	Frag	enquitreido	6369.125	563.04	2063.41749473643
L	1	10	enquitreido	6367.957	238.243	2063.00125946274
L	2	10	enquitreido	6340.514	333.79	2053.22371206754
L	1	Frag	enquitreido	6312.506	316.537	2043.24922596335
P	1	humus	enquitreido	6309.972	359.139	2042.34701081049
R	3	Frag	enquitreido	6279.813	440.795	2031.61186925247
L	1	humus	pupa_diptero	2490.262	504.974	2008.727889
R	3	Hoja	enquitreido	6212.543	450.238	2007.68561473147
L	2	H	enquitreido	6203.168	444.838	2004.35321204026
P	1	H	carabidae			2000
P	3	20	formicidae			2000
R	2	20	geophylomorpha			2000
L	3	H	geophylomorpha			2000
P	2	H	oniscoidea			2000
P	1	H	oniscoidea			2000
P	1	H	oniscoidea			2000
P	1	10	oniscoidea			2000
R	3	10	linyphiidae			2000
R	3	10	ptinidae			2000
L	2	20	staphylinidae			2000
P	1	Frag	enquitreido	6162.353	379.103	1989.85114140406
P	1	Frag	enquitreido	6135.475	424.866	1980.30629807281
R	1	Frag	enquitreido	6123.746	599.328	1976.14243622105
P	3	10	oniscoidea	6483.818	1787.197	1970.8941316
L	3	Hoja	enquitreido	6105.311	504.229	1969.59951835765
P	1	Frag	staphiliniidae	4955.927	700.053	1959.20479938395
L	2	10	enquitreido	6055.733	507.463	1952.01319617517
R	3	10	juvenil			1950
R	3	10	juvenil			1950
R	3	Frag	larva_sciaridae	4842.497	625.939	1940.4655874397
P	1	Hoja	enquitreido	6007.52	371.204	1934.92486942311
L	3	Frag	enquitreido	5995.645	800.925	1930.71806585235
L	1	Frag	enquitreido	5948.185	346.77	1913.91335529208
P	1	H	staphylinidae	4896.8	594.263	1902.14653547303
L	2	10	enquitreido	5908.484	455.045	1899.86625487807
L	1	10	enquitreido	5884.257	313.061	1891.29883341057
P	3	hoja	larva_sciaridae	4792.515	412.491	1888.93207894644
L	1	Frag	enquitreido	5872.406	442.125	1887.1092345498
L	2	humus	enquitreido	5870.515	325.725	1886.44080108125
L	1	humus	pupa_diptero	2325.513	679.417	1875.3635735
P	1	10	enquitreido	5831.696	193.501	1872.72377044436
L	2	Frag	enquitreido	5814.05	335.863	1866.49141756087
R	1	H	lycosidae	4722.02538553259	850.13557486631	1860.00309251565
R	1	H	lycosidae	4722.02538553259	850.13557486631	1860.00309251565
R	1	H	lycosidae	4722.02538553259	850.13557486631	1860.00309251565
R	1	H	lycosidae	4722.02538553259	850.13557486631	1860.00309251565
R	1	H	lycosidae	4722.02538553259	850.13557486631	1860.00309251565
R	1	H	lycosidae	4722.02538553259	850.13557486631	1860.00309251565
L	1	Frag	enquitreido	5791.241	331.631	1858.43835880298
L	1	Frag	enquitreido	5785.118	395.217	1856.27708146053
L	1	Frag	enquitreido	5749.965	437.153	1843.87331872179
L	1	Frag	enquitreido	5740.599	377.664	1840.56979577322
P	1	Frag	enquitreido	5722.078	291.688	1834.03875997016
L	3	Frag	enquitreido	5680.275	439.808	1819.30560167143
R	3	humus	enquitreido	5672.114	354.379	1816.43057985052
R	3	Frag	larva_sciaridae	4718.65	726.507	1814.32854006344
L	2	humus	enquitreido	5646.86	303.353	1807.53652313995
L	2	Frag	pupa_diptero	2234.195	516.05	1801.4416525
R	1	20	juvenil			1800
R	1	20	juvenil			1800
R	3	10	juvenil			1800
R	3	10	juvenil			1800
L	1	Frag	enquitreido	5607.179	451.802	1793.56954629332
R	3	humus	enquitreido	5569.244	342.643	1780.22636641551
R	3	Frag	enquitreido	5561.134	359.774	1777.37494841784
P	2	Frag	larva_sciaridae	4663.131	674.25	1759.46585567761
L	1	Frag	enquitreido	5506.838	433.511	1758.29560044025
R	3	humus	larva_sciaridae	4660.034	603.428	1756.43591119087
R	3	Hoja	enquitreido	5482.736	341.846	1749.83229176351
L	2	humus	enquitreido	5475.499	230.323	1747.29177728043
R	3	Hoja	enquitreido	5458.613	450.238	1741.36533354615
P	1	Hoja	enquitreido	5434.603	236.651	1732.94175200407
L	1	Frag	enquitreido	5432.675	274.365	1732.26550064423
P	1	Hoja	enquitreido	5429.623	308.355	1731.19505222679
L	3	Frag	larva_sciaridae	4633.531	1012.129	1730.63783758433
R	2	20	formicidae	4815.479	1061.04	1722.85491013788
R	1	humus	enquitreido	5399.395	274.48	1720.59623715387
R	3	humus	enquitreido	5385.099	349.766	1715.58570850433
L	1	Frag	enquitreido	5349.613	250.812	1703.15416480042
L	1	10	enquitreido	5349.259	443.634	1703.03019208736
R	3	Frag	ptilidae	4681.603	2302.161	1702.8697399066
L	3	Frag	larva_sciaridae	4603.691	594.777	1701.87175413985
R	3	Frag	enquitreido	5340.008	308.44	1699.79073289907
L	1	humus	pupa_diptero	2097.492	413.094	1690.780574
R	3	humus	enquitreido	5300.958	489.142	1686.12263438415
L	1	Frag	enquitreido	5262.6	489.368	1672.70654523754
L	1	10	staphylinidae	4647.448	644.203	1672.44009528171
R	3	Frag	enquitreido	5254.742	367.133	1669.95933646376
L	1	10	enquitreido	5244.391	231.716	1666.34118544235
R	3	Hoja	enquitreido	5226.554	442.221	1660.10800892864
R	2	10	juvenil			1650
R	1	10	juvenil			1650
R	3	10	juvenil			1650
R	3	10	juvenil			1650
L	1	Frag	enquitreido	5164.46	268.328	1638.42576419869
L	2	Frag	enquitreido	5153.125	412.478	1634.47056495078
L	1	Frag	enquitreido	5119.907	441.176	1622.88459704607
L	1	Frag	enquitreido	5104.165	460.799	1617.39663212277
L	1	humus	enquitreido	5100.373	252.982	1616.07492050682
P	1	Hoja	enquitreido	5098.501	279.512	1615.42246618657
L	1	Hoja	enquitreido	5084.855	338.219	1610.66710518053
L	2	Frag	pupa_diptero	1994.825	408.948	1607.6716375
R	3	Hoja	enquitreido	5074.33	310.785	1607.0002223857
R	3	Frag	enquitreido	5074.087	298.581	1606.91557079014
R	3	Hoja	enquitreido	5071.732	432.68	1606.09520287526
L	3	H	afido			1600
P	1	10	carabidae			1600
P	2	10	coleoptera			1600
P	1	H	formicidae			1600
R	2	H	formicidae			1600
R	3	20	gastropoda			1600
P	2	10	oniscoidea			1600
P	2	10	oniscoidea			1600
P	1	H	oniscoidea			1600
P	1	H	oniscoidea			1600
P	3	H	oniscoidea			1600
R	2	10	oniscoidea			1600
L	3	H	oniscoidea			1600
P	1	H	staphylinidae			1600
R	3	10	staphylinidae			1600
P	1	Frag	enquitreido	5051.24	214.453	1598.9583923243
R	3	Hoja	enquitreido	5031.386	318.366	1592.04654076694
P	1	humus	enquitreido	5012.762	233.854	1585.56537252514
R	3	Hoja	enquitreido	4983.62	422.221	1575.42876510132
L	3	H	afido	4639.971	2482.024	1574.468258041
L	2	10	enquitreido	4978.256	450.401	1573.56362300261
L	1	10	enquitreido	4975.985	401.599	1572.77402326864
L	1	Frag	enquitreido	4972.999	276.22	1571.73588136715
R	1	humus	enquitreido	4972.791	372.104	1571.66356837903
P	1	Frag	enquitreido	4969.42	485.488	1570.49165343132
R	3	humus	enquitreido	4966.456	256.045	1569.46129611477
L	2	humus	enquitreido	4931.48	363.428	1557.30745464122
L	1	humus	pupa_diptero	1932.005	436.148	1556.8188475
L	1	humus	enquitreido	4894.274	174.091	1544.38816837812
L	2	Frag	enquitreido	4886.698	359.331	1541.75870450687
P	1	humus	enquitreido	4869.608	258.979	1535.82863712188
L	1	Frag	larva_diptero	4417.529	584.902	1529.04210653682
L	2	humus	enquitreido	4847.241	281.125	1528.07064573747
L	1	10	enquitreido	4820.774	551.18	1518.89519422669
P	1	humus	enquitreido	4807.019	203.16	1514.12866456215
P	2	H	staphylinidae	4459.588	633.435	1510.85595564689
R	3	Frag	enquitreido	4787.597	349.857	1507.40066852124
R	1	10	juvenil			1500
R	1	10	juvenil			1500
L	2	Frag	pupa_diptero	1853.509	523.05	1493.2763355
L	1	10	enquitreido	4742.867	420.015	1491.91609660101
R	2	20	formicidae	4522.842	875.375	1487.32895671695
R	3	Hoja	enquitreido	4708.105	460.71	1479.89230724972
L	1	10	larva_diptero	4360.91	680.862	1478.71826115117
R	3	Hoja	enquitreido	4700.152	463.291	1477.14269825788
P	1	Frag	oniscoidea	5431.969	2097.875	1470.0036378
L	1	Frag	enquitreido	4662.498	221.117	1464.13082165251
P	1	humus	enquitreido	4652.916	386.805	1460.82129852731
R	3	Frag	enquitreido	4626.038	222.88	1451.54155781905
L	1	Frag	enquitreido	4624.693	218.878	1451.07733238198
L	1	humus	enquitreido	4622.873	219.265	1450.449182654
P	1	hoja	tardigrado	1168.709	523.822	1448.81739832507
R	3	humus	enquitreido	4605.232	396.207	1444.36189992709
L	1	Frag	enquitreido	4596.439	340.821	1441.32861797078
L	1	Frag	enquitreido	4594.205	292.505	1440.55805735646
L	1	Frag	enquitreido	4577.749	387.955	1434.88314068528
L	1	Hoja	pupa_diptero	1781.202	512.121	1434.743819
L	1	10	enquitreido	4572.911	252.479	1433.21512492999
R	3	Frag	enquitreido	4568.444	334.73	1431.67517694186
R	3	Frag	enquitreido	4562.117	348.996	1429.49427257591
L	1	Frag	enquitreido	4547.589	375.777	1424.4876449079
R	1	Frag	enquitreido	4538.902	337.668	1421.4947016728
R	3	Hoja	enquitreido	4537.615	293.011	1421.05133860483
R	1	10	enquitreido	4525.37	271.837	1416.83364576826
R	3	Hoja	larva_sciaridae	4288.403	526.587	1415.77733634787
L	1	humus	enquitreido	4518.133	215.728	1414.34145500828
R	3	20	enquitreido	4517.393	355.514	1414.0866452194
P	1	Frag	carabidae	4340.747	2859.491	1413.63498530469
R	3	Hoja	enquitreido	4509.817	386.076	1411.47818414437
R	3	10	enquitreido	4499.584	478.125	1407.95559816803
L	2	humus	enquitreido	4498.717	418.79	1407.65718073284
L	1	10	enquitreido	4496.075	346.761	1406.74785188383
L	3	Frag	enquitreido	4484.886	463.835	1402.89739212329
L	2	10	enquitreido	4470.443	330.626	1397.92855691932
P	2	Frag	larva_sciaridae	4267.259	500.587	1397.73893311026
R	3	20	lycosidae	4205.36	1766.645	1397.35319808825
L	2	humus	enquitreido	4456.993	367.869	1393.30278741753
R	3	Frag	larva_sciaridae	4259.015	574.354	1390.7442804593
R	2	Hoja	enquitreido	4442.028	291.986	1388.15761455601
L	3	Frag	pupa_diptero	1721.67	442.098	1386.552665
L	2	Frag	pupa_diptero	1715.541	442.605	1381.5912395
P	2	Frag	oniscoidea	5246.082	1948.733	1381.4842484
R	3	Frag	larva_sciaridae	4244.571	482.121	1378.54116006052
R	2	Hoja	enquitreido	4405.324	309.303	1375.54562335473
P	3	10	linyphiidae	4177.648	1435.298	1374.73646046125
R	2	10	enquitreido	4400.651	196.068	1373.94066943285
L	1	Frag	enquitreido	4398.608	246.127	1373.23904933522
P	1	humus	enquitreido	4396.347	341.466	1372.46260027537
L	1	Frag	enquitreido	4391.255	334.894	1370.71410495205
P	1	humus	enquitreido	4388.455	335.367	1369.75272493199
L	3	H	staphylinidae	4276.384	799.043	1362.57724494773
L	1	humus	pupa_diptero	1687.507	380.006	1358.8977165
L	2	humus	enquitreido	4348.649	335.548	1356.09198579133
L	1	Frag	enquitreido	4338.409	338.989	1352.57980984655
P	1	10	enquitreido	4334.872	273.652	1351.36686111466
R	1	20	formicidae	4340.165	1101.505	1350.2828974244
R	1	10	juvenil			1350
R	1	10	juvenil			1350
R	3	humus	enquitreido	4320.323	343.52	1346.37859222862
L	1	Frag	enquitreido	4314.615	277.54	1344.42200628889
R	3	Hoja	enquitreido	4314.461	517.975	1344.36922181533
L	2	Frag	enquitreido	4311.697	259.081	1343.42187538448
L	3	Frag	enquitreido	4282.966	679.97	1333.57807952027
L	1	humus	enquitreido	4282.077	280.247	1333.27359602246
R	2	Frag	enquitreido	4273.003	289.869	1330.16610259
R	3	Hoja	enquitreido	4268.228	386.076	1328.53111498344
R	3	Frag	enquitreido	4258.114	253.165	1325.0686271237
L	2	10	staphylinidae	4227.927	765.368	1324.8712864995
L	2	Frag	pupa_diptero	1644.997	338.694	1324.4858715
P	2	10	enquitreido	4252.97	508.049	1323.30791445306
R	3	Hoja	enquitreido	4245.766	352.155	1320.84245322215
R	3	Hoja	enquitreido	4241.348	393.721	1319.33066569579
R	3	Hoja	enquitreido	4228.955	318.366	1315.09076802868
L	1	Frag	enquitreido	4226.633	330.315	1314.29650263504
R	3	Hoja	enquitreido	4213.94	278.403	1309.95549546966
P	3	10	enquitreido	4202.576	392.45	1306.07011553637
R	2	humus	enquitreido	4171.122	218.893	1295.32140012897
R	3	Hoja	enquitreido	4156.958	450.238	1290.48380595655
R	3	Frag	enquitreido	4154.909	450.286	1289.78412369962
R	3	Hoja	enquitreido	4131.591	318.366	1281.82404421809
L	1	10	enquitreido	4127.875	265.207	1280.55592540563
R	3	Frag	enquitreido	4127.445	247.89	1280.4091913602
L	1	Frag	enquitreido	4121.987	381.442	1278.54682560412
L	2	Frag	pupa_diptero	1587.936	429.699	1278.294992
P	1	humus	enquitreido	4119.257	233.854	1277.61539400392
R	1	Frag	enquitreido	4115.616	290.45	1276.37324008869
R	1	10	enquitreido	4107.006	230.284	1273.43631261954
P	2	Frag	oniscoidea	5007.241	2804.762	1267.7481642
L	1	Frag	enquitreido	4085.08	324.437	1265.95999303192
L	2	humus	enquitreido	4069.245	323.874	1260.56307416628
R	3	humus	larva_sciaridae	4099.301	310.801	1259.45762466715
R	1	humus	enquitreido	4053.337	363.803	1255.14338958223
L	2	10	enquitreido	4051.196	391.74	1254.41413610151
P	1	Frag	enquitreido	4048.624	258.236	1253.5381291657
L	2	Frag	pupa_diptero	1556.315	548.2	1252.6977925
R	1	H	staphylinidae	4132.83410810811	839.397545454545	1252.69516665254
R	3	Frag	larva_sciaridae	4089.551	510.746	1251.7009646856
L	1	H	enquitreido	4043.203	268.552	1251.69195313717
R	3	Hoja	enquitreido	4035.205	341.846	1248.96860591864
R	2	Hoja	enquitreido	4029.043	236.443	1246.87079122961
L	1	10	enquitreido	4002.892	579.428	1237.97142059127
R	1	humus	enquitreido	4000.539	263.117	1237.1709625138
P	2	Frag	oniscoidea	4932.774	1853.934	1232.2869788
L	2	10	staphylinidae	4099.157	377.752	1227.70804940925
R	3	Frag	enquitreido	3972.2	305.819	1227.53413162316
L	1	10	enquitreido	3965.62	397.447	1225.29754842447
R	3	Frag	larva_sciaridae	4055.073	574.354	1224.50756097209
R	3	Hoja	enquitreido	3955.652	454.193	1221.91006985808
L	1	humus	pupa_diptero	1516.822	557.011	1220.728209
R	1	Frag	enquitreido	3945.437	370.253	1218.43953748532
P	1	10	enquitreido	3941.226	179.661	1217.00911735846
L	3	10	enquitreido	3937.844	176	1215.86040804484
L	3	Frag	enquitreido	3928.81	438.122	1212.79245910822
L	1	Frag	enquitreido	3927.493	246.455	1212.34526441459
R	2	20	formicidae	4132.319	1385.465	1203.52074887106
P	2	10	staphylinidae	4064.322	753.334	1202.1758080135
L	2	Frag	pupa_diptero	1493.702	440.698	1202.012569
P	1	20	oniscoidea			1200
R	2	H	larva_elateridae			1200
L	1	20	larva_elateridae			1200
P	1	H	linyphiidae			1200
P	1	H	staphylinidae			1200
P	1	H	staphylinidae			1200
P	1	H	staphylinidae			1200
P	1	10	staphylinidae			1200
L	1	H	staphylinidae			1200
L	3	H	staphylinidae			1200
R	1	10	juvenil			1200
L	2	Frag	enquitreido	3882.822	328.851	1197.18588716064
R	3	humus	enquitreido	3880.624	279.624	1196.44043086723
L	2	humus	enquitreido	3874.502	425.91	1194.36436441131
R	3	humus	enquitreido	3870.766	303.353	1193.09758920291
L	3	H	heteroptera	3083.301	1123.751	1192.04272807355
L	2	humus	enquitreido	3863.677	265.274	1190.69423976843
R	3	Frag	enquitreido	3860.149	300.764	1189.49832324162
L	1	10	enquitreido	3859.507	360.96	1189.28071072716
R	3	Frag	enquitreido	3857.06	246.881	1188.45130806274
P	1	10	enquitreido	3856.984	363.786	1188.42554895309
L	2	H	enquitreido	3842.029	801.5035	1183.35775507643
R	1	10	enquitreido	3842.029	801.5035	1183.35775507643
R	1	10	enquitreido	3842.029	801.5035	1183.35775507643
R	1	10	enquitreido	3842.029	801.5035	1183.35775507643
R	1	10	enquitreido	3842.029	801.5035	1183.35775507643
R	1	10	enquitreido	3842.029	801.5035	1183.35775507643
R	1	10	enquitreido	3842.029	801.5035	1183.35775507643
R	1	10	enquitreido	3842.029	801.5035	1183.35775507643
R	1	10	enquitreido	3842.029	801.5035	1183.35775507643
R	1	10	enquitreido	3842.029	801.5035	1183.35775507643
R	1	10	enquitreido	3842.029	801.5035	1183.35775507643
R	1	10	enquitreido	3842.029	801.5035	1183.35775507643
R	1	10	enquitreido	3842.029	801.5035	1183.35775507643
R	1	10	enquitreido	3842.029	801.5035	1183.35775507643
R	1	H	enquitreido	3842.029	801.5035	1183.35775507643
R	3	Frag	enquitreido	3839.266	237.466	1182.42167420018
L	1	10	enquitreido	3839.156	210.859	1182.38440853075
L	1	Frag	enquitreido	3812.704	296.187	1173.42613782437
L	1	Frag	enquitreido	3808.925	391.828	1172.14684278714
L	1	Frag	enquitreido	3805.836	279.024	1171.10122592261
P	1	humus	enquitreido	3805.519	215.483	1170.9939272117
L	2	humus	enquitreido	3804.711	363.428	1170.72043801017
L	1	Frag	enquitreido	3777.751	233.568	1161.59844208081
L	1	Frag	enquitreido	3768.79	446.562	1158.5679000889
P	1	humus	enquitreido	3762.704	327.585	1156.51007194973
R	3	Frag	enquitreido	3749.101	250.982	1151.91176295301
P	1	10	enquitreido	3748.863	284.069	1151.83132512476
L	2	Frag	astigmata	10007.652	416.702	1150.53913261188
L	3	H	afido	4044.666	1573.24	1148.60247947191
L	1	Frag	enquitreido	3727.751	351.672	1144.69805179293
R	1	humus	enquitreido	3724.337	363.803	1143.54491625347
R	3	Hoja	enquitreido	3723.062	312.697	1143.1142908054
L	1	humus	pupa_diptero	1420.532	428.277	1142.781454
R	1	Frag	enquitreido	3701.853	360.329	1135.9532139969
L	3	10	pupa_diptero	1411.417	455.962	1135.4028615
L	1	Frag	enquitreido	3696.765	411.003	1134.23589408938
R	3	Frag	larva_sciaridae	3934.572	656.799	1132.33017359035
R	3	humus	enquitreido	3674.302	242.285	1126.65693126457
L	2	Frag	pupa_diptero	1392.413	657.938	1120.0191235
R	2	10	enquitreido	3650.85	142.362	1118.74922503082
P	3	humus	tardigrado	1072.142	386.813	1118.53973168664
R	3	20	enquitreido	3646.646	353.235	1117.33222736091
P	2	10	staphylinidae	3943.808	813.815	1116.29077573919
L	3	Hoja	larva_sciaridae	3912.198	686.558	1115.70108269429
L	3	Frag	pupa_diptero	1385.223	336.435	1114.1988185
L	2	Frag	pupa_diptero	1384.676	362.672	1113.756022
P	3	humus	tardigrado	1070.358	289.049	1112.96540570589
L	2	Frag	pupa_diptero	1375.087	444.927	1105.9937265
L	3	Frag	enquitreido	3609.605	212.115	1104.85428982748
L	1	10	enquitreido	3599.06	442.735	1101.30434912427
L	2	humus	enquitreido	3586.472	311.762	1097.06800090164
R	1	20	formicidae	3960.892	920.831	1089.70547811305
R	1	20	formicidae	3960.892	920.831	1089.70547811305
R	1	20	formicidae	3960.892	920.831	1089.70547811305
R	1	20	formicidae	3960.892	920.831	1089.70547811305
R	1	20	formicidae	3960.892	920.831	1089.70547811305
R	1	20	formicidae	3960.892	920.831	1089.70547811305
R	1	20	formicidae	3960.892	920.831	1089.70547811305
R	2	humus	enquitreido	3551.063	230.378	1085.15949240265
L	1	Frag	enquitreido	3545.978	427.766	1083.45031268834
L	3	H	formicidae	3945.7	514.361	1079.93091265677
R	1	10	enquitreido	3526.016	168.863	1076.74302040395
P	2	H	staphylinidae	3885.29	620.032	1075.94479725201
R	3	10	pupa_diptero	1334.381	367.651	1073.0422195
L	3	Frag	enquitreido	3510.845	426.71	1071.64805640455
P	1	Hoja	enquitreido	3506.378	300.677	1070.14829724848
L	1	Frag	enquitreido	3502.399	342.424	1068.81254102713
L	1	10	enquitreido	3493.529	365.72	1065.83541522402
L	2	humus	enquitreido	3489.328	250.103	1064.42565569645
P	1	humus	enquitreido	3478.647	287.311	1060.84212109289
L	2	10	enquitreido	3471.357	394.414	1058.39691724271
R	3	humus	enquitreido	3468.265	237.269	1057.35995699031
P	3	humus	tardigrado	1051.571	280.419	1055.38347397717
R	1	20	juvenil			1050
R	1	10	juvenil			1050
R	1	10	juvenil			1050
L	1	Frag	enquitreido	3440.129	315.089	1047.92827820804
L	3	10	staphylinidae	3842.029	494.092	1046.68341028019
P	2	Frag	larva_diptero	3816.333	559.865	1046.15347775849
L	1	H	enquitreido	3429.651	320.069	1044.41783698178
P	2	H	staphylinidae	3837.184	646.498	1043.43609741189
L	1	10	pupa_diptero	1297.611	477.542	1043.2769045
R	3	Frag	enquitreido	3424.1	259.602	1042.55852143953
L	1	Frag	enquitreido	3423.925	401.661	1042.49990983283
L	1	Frag	enquitreido	3416.878	313.045	1040.13995322726
L	1	10	enquitreido	3413.687	290.122	1039.07148525152
P	2	10	staphylinidae	3823.294	874.297	1034.15965923159
P	3	humus	tardigrado	1043.491	397.26	1031.24204217313
R	1	humus	enquitreido	3377.403	414.8	1026.92926894638
P	1	10	enquitreido	3370.86	234.249	1024.74107829369
L	1	humus	pupa_diptero	1272.752	341.924	1023.153544
R	3	10	pupa_diptero	1269.038	254.92	1020.147061
R	3	Hoja	enquitreido	3352.3243	166.008	1018.54444939203
P	1	humus	enquitreido	3345.467	203.16	1016.25286767607
P	1	10	enquitreido	3341.986	228.671	1015.0897620937
R	1	20	formicidae	3842.029	843.351	1014.57279884497
R	1	10	formicidae	3842.029	843.351	1014.57279884497
R	1	10	formicidae	3842.029	843.351	1014.57279884497
R	1	10	formicidae	3842.029	843.351	1014.57279884497
R	1	10	formicidae	3842.029	843.351	1014.57279884497
R	1	10	formicidae	3842.029	843.351	1014.57279884497
R	1	10	formicidae	3842.029	843.351	1014.57279884497
R	1	10	formicidae	3842.029	843.351	1014.57279884497
R	1	10	formicidae	3842.029	843.351	1014.57279884497
R	1	10	formicidae	3842.029	843.351	1014.57279884497
R	1	10	formicidae	3842.029	843.351	1014.57279884497
R	1	10	formicidae	3842.029	843.351	1014.57279884497
R	1	10	formicidae	3842.029	843.351	1014.57279884497
R	1	10	formicidae	3842.029	843.351	1014.57279884497
R	1	10	formicidae	3842.029	843.351	1014.57279884497
R	1	10	formicidae	3842.029	843.351	1014.57279884497
R	1	10	formicidae	3842.029	843.351	1014.57279884497
R	1	10	formicidae	3842.029	843.351	1014.57279884497
R	1	10	formicidae	3842.029	843.351	1014.57279884497
R	1	10	formicidae	3842.029	843.351	1014.57279884497
R	1	10	formicidae	3842.029	843.351	1014.57279884497
R	1	10	formicidae	3842.029	843.351	1014.57279884497
R	1	10	formicidae	3842.029	843.351	1014.57279884497
R	1	10	formicidae	3842.029	843.351	1014.57279884497
R	1	10	formicidae	3842.029	843.351	1014.57279884497
R	1	10	formicidae	3842.029	843.351	1014.57279884497
R	1	10	formicidae	3842.029	843.351	1014.57279884497
R	1	10	formicidae	3842.029	843.351	1014.57279884497
R	1	10	formicidae	3842.029	843.351	1014.57279884497
